IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
35.87.18.238,2095,80,false,ORD,North America,Chicago,211,0.00
35.87.18.238,8443,80,false,ORD,North America,Chicago,210,0.00
54.188.61.59,2052,80,false,ORD,North America,Chicago,211,0.00
35.166.58.127,2082,80,false,ORD,North America,Chicago,210,0.00
35.87.18.238,8880,80,false,ORD,North America,Chicago,211,0.00
35.87.18.238,2086,80,false,ORD,North America,Chicago,210,0.00
52.56.169.29,2053,80,false,ORD,North America,Chicago,243,0.00
18.134.13.41,2052,80,false,ORD,North America,Chicago,247,0.00
18.134.6.175,2087,80,false,ORD,North America,Chicago,243,0.00
3.8.164.47,2096,80,false,ORD,North America,Chicago,243,0.00
3.8.164.47,80,80,false,ORD,North America,Chicago,243,0.00
52.56.169.29,8880,80,false,ORD,North America,Chicago,245,0.00
52.56.169.29,2086,80,false,ORD,North America,Chicago,253,0.00
52.56.169.29,443,80,false,ORD,North America,Chicago,252,0.00
18.134.6.175,80,80,false,ORD,North America,Chicago,246,0.00
18.134.13.41,2083,80,false,ORD,North America,Chicago,255,0.00
52.56.169.29,2083,80,false,ORD,North America,Chicago,253,0.00
52.56.169.29,8080,80,false,ORD,North America,Chicago,243,0.00
52.56.169.29,2096,80,false,ORD,North America,Chicago,252,0.00
52.56.169.29,2095,80,false,ORD,North America,Chicago,243,0.00
52.56.169.29,2087,80,false,ORD,North America,Chicago,253,0.00
52.56.169.29,2052,80,false,ORD,North America,Chicago,252,0.00
3.8.89.242,2095,80,false,ORD,North America,Chicago,244,0.00
3.110.153.157,8443,80,false,ORD,North America,Chicago,71,0.00
54.218.212.54,80,80,false,ORD,North America,Chicago,208,0.00
54.218.212.54,2082,80,false,ORD,North America,Chicago,211,0.00
3.8.86.28,2095,80,false,ORD,North America,Chicago,245,0.00
3.8.86.28,443,80,false,ORD,North America,Chicago,244,0.00
3.8.86.28,2052,80,false,ORD,North America,Chicago,253,0.00
3.8.86.28,2096,80,false,ORD,North America,Chicago,243,0.00
3.8.86.28,80,80,false,ORD,North America,Chicago,252,0.00
3.8.86.28,2053,80,false,ORD,North America,Chicago,253,0.00
3.8.86.28,2082,80,false,ORD,North America,Chicago,254,0.00
3.8.86.28,8880,80,false,ORD,North America,Chicago,253,0.00
3.8.86.28,8443,80,false,ORD,North America,Chicago,252,0.00
3.8.86.28,2083,80,false,ORD,North America,Chicago,244,0.00
3.8.86.28,2086,80,false,ORD,North America,Chicago,252,0.00
3.8.95.118,443,80,false,ORD,North America,Chicago,245,0.00
3.8.95.118,2086,80,false,ORD,North America,Chicago,245,0.00
13.250.131.37,443,443,true,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2083,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2082,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2086,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2095,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2052,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2096,80,false,SIN,Asia Pacific,Singapore,1,0.00
18.143.11.143,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
3.111.72.70,2082,80,false,BOM,Asia Pacific,Mumbai,59,0.00
3.111.72.70,2083,80,false,BOM,Asia Pacific,Mumbai,61,0.00
65.0.144.242,2082,80,false,BOM,Asia Pacific,Mumbai,62,0.00
3.111.137.178,80,8080,false,BOM,Asia Pacific,Mumbai,62,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,Tokyo,68,0.00
65.1.40.47,80,80,false,ORD,North America,Chicago,68,0.00
13.230.34.30,80,80,false,NRT,Asia Pacific,Tokyo,70,0.00
15.165.49.161,8080,443,true,ICN,Asia Pacific,Seoul,71,0.00
15.165.63.136,2053,80,false,ICN,Asia Pacific,Seoul,71,0.00
15.165.63.136,2095,80,false,ICN,Asia Pacific,Seoul,73,0.00
15.165.63.136,2052,80,false,ICN,Asia Pacific,Seoul,74,0.00
13.209.166.73,80,8080,false,ICN,Asia Pacific,Seoul,75,0.00
3.111.72.70,2087,80,false,BOM,Asia Pacific,Mumbai,78,0.00
65.0.144.242,2087,80,false,BOM,Asia Pacific,Mumbai,79,0.00
13.201.221.231,443,443,true,BOM,Asia Pacific,Mumbai,91,0.00
13.238.235.196,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.237.223.44,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.211.0.227,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2095,80,false,SYD,Oceania,Sydney,93,0.00
