IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
52.56.169.29,2087,80,false,ORD,North America,Chicago,161,0.00
54.218.212.54,8443,80,false,ORD,North America,Chicago,219,0.00
54.218.212.54,2053,80,false,ORD,North America,Chicago,205,0.00
3.8.86.28,2096,80,false,ORD,North America,Chicago,169,0.00
54.218.212.54,8080,80,false,ORD,North America,Chicago,203,0.00
13.215.80.221,2095,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2082,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2052,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2086,80,false,SIN,Asia Pacific,Singapore,1,0.00
13.215.80.221,2096,80,false,SIN,Asia Pacific,Singapore,5,0.00
13.213.206.28,443,443,true,SIN,Asia Pacific,Singapore,23,0.00
13.215.80.221,2083,80,false,SIN,Asia Pacific,Singapore,43,0.00
65.0.144.242,2087,80,false,BOM,Asia Pacific,Mumbai,61,0.00
65.0.144.242,2082,80,false,BOM,Asia Pacific,Mumbai,64,0.00
13.126.254.121,80,8080,false,BOM,Asia Pacific,Mumbai,65,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,Tokyo,67,0.00
13.209.166.73,80,8080,false,ICN,Asia Pacific,Seoul,71,0.00
13.113.14.230,443,443,true,NRT,Asia Pacific,Tokyo,75,0.00
13.237.94.188,2083,80,false,SYD,Oceania,Sydney,92,0.00
13.55.237.163,2086,80,false,SYD,Oceania,Sydney,92,0.00
13.238.235.196,2087,80,false,SYD,Oceania,Sydney,92,0.00
13.238.235.196,2083,80,false,SYD,Oceania,Sydney,92,0.00
13.55.237.163,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.237.223.44,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2087,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.236.104.165,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.54.81.122,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.237.94.188,2052,80,false,SYD,Oceania,Sydney,94,0.00
13.237.94.188,2087,80,false,SYD,Oceania,Sydney,94,0.00
13.55.238.1,2087,80,false,SYD,Oceania,Sydney,94,0.00
13.55.238.1,2053,80,false,SYD,Oceania,Sydney,94,0.00
13.211.0.227,2082,80,false,SYD,Oceania,Sydney,94,0.00
13.55.238.1,2095,80,false,SYD,Oceania,Sydney,94,0.00
13.55.59.224,2096,80,false,SYD,Oceania,Sydney,94,0.00
13.211.0.227,2087,80,false,SYD,Oceania,Sydney,94,0.00
13.55.237.163,2052,80,false,SYD,Oceania,Sydney,95,0.00
13.238.235.196,2096,80,false,SYD,Oceania,Sydney,95,0.00
13.211.0.227,2096,80,false,SYD,Oceania,Sydney,95,0.00
13.54.173.154,2087,80,false,SYD,Oceania,Sydney,95,0.00
13.237.94.188,2095,80,false,SYD,Oceania,Sydney,95,0.00
13.236.104.165,2087,80,false,SYD,Oceania,Sydney,96,0.00
13.237.94.188,2082,80,false,SYD,Oceania,Sydney,99,0.00
13.211.0.227,2095,80,false,SYD,Oceania,Sydney,99,0.00
13.54.173.154,2083,80,false,SYD,Oceania,Sydney,99,0.00
13.211.0.227,2086,80,false,SYD,Oceania,Sydney,101,0.00
13.211.0.227,2053,80,false,SYD,Oceania,Sydney,103,0.00
13.211.0.227,2052,80,false,SYD,Oceania,Sydney,107,0.00
96.0.144.212,80,80,false,SIN,Asia Pacific,Singapore,110,0.00
96.0.147.114,443,80,false,SIN,Asia Pacific,Singapore,110,0.00
96.0.147.53,80,80,false,SIN,Asia Pacific,Singapore,112,0.00
96.0.147.114,80,80,false,SIN,Asia Pacific,Singapore,112,0.00
13.36.162.145,2096,80,false,CDG,Europe,Paris,159,0.00
13.36.63.124,2096,80,false,CDG,Europe,Paris,160,0.00
13.36.162.145,2052,80,false,CDG,Europe,Paris,160,0.00
13.36.24.111,2095,80,false,CDG,Europe,Paris,160,0.00
13.36.162.145,2087,80,false,CDG,Europe,Paris,160,0.00
13.36.253.240,2083,80,false,CDG,Europe,Paris,160,0.00
13.37.165.175,2053,80,false,CDG,Europe,Paris,160,0.00
13.37.32.97,8443,443,true,CDG,Europe,Paris,160,0.00
13.36.253.240,2052,80,false,CDG,Europe,Paris,161,0.00
13.36.63.124,2082,80,false,CDG,Europe,Paris,161,0.00
15.188.168.174,2087,80,false,CDG,Europe,Paris,161,0.00
13.42.36.146,8080,443,true,LHR,Europe,London,162,0.00
13.37.106.51,443,443,true,CDG,Europe,Paris,162,0.00
13.36.253.240,2082,80,false,CDG,Europe,Paris,162,0.00
13.36.63.124,2083,80,false,CDG,Europe,Paris,162,0.00
13.36.63.124,2087,80,false,CDG,Europe,Paris,163,0.00
13.39.234.37,2096,443,true,CDG,Europe,Paris,163,0.00
15.188.168.174,2086,80,false,CDG,Europe,Paris,163,0.00
13.40.31.215,80,443,true,LHR,Europe,London,163,0.00
15.160.14.66,2096,80,false,MXP,Europe,Milan,164,0.00
15.160.14.66,2052,80,false,MXP,Europe,Milan,164,0.00
13.36.24.111,2052,80,false,CDG,Europe,Paris,165,0.00
15.160.15.101,2096,80,false,MXP,Europe,Milan,165,0.00
15.160.15.255,2053,80,false,MXP,Europe,Milan,165,0.00
15.160.15.255,2082,80,false,MXP,Europe,Milan,165,0.00
13.37.224.156,8443,443,true,CDG,Europe,Paris,165,0.00
15.160.14.66,2086,80,false,MXP,Europe,Milan,165,0.00
15.160.15.101,2052,80,false,MXP,Europe,Milan,165,0.00
15.161.216.233,2086,80,false,MXP,Europe,Milan,165,0.00
15.161.186.110,2086,80,false,MXP,Europe,Milan,165,0.00
15.160.14.66,2083,80,false,MXP,Europe,Milan,165,0.00
15.161.215.18,2083,80,false,MXP,Europe,Milan,166,0.00
15.161.215.18,2086,80,false,MXP,Europe,Milan,166,0.00
15.160.15.101,2086,80,false,MXP,Europe,Milan,166,0.00
15.161.74.249,2052,80,false,MXP,Europe,Milan,166,0.00
15.161.40.69,2053,80,false,MXP,Europe,Milan,166,0.00
15.161.40.69,2083,80,false,MXP,Europe,Milan,166,0.00
15.160.252.181,2086,80,false,MXP,Europe,Milan,166,0.00
15.160.15.101,2083,80,false,MXP,Europe,Milan,166,0.00
15.161.74.249,2086,80,false,MXP,Europe,Milan,166,0.00
15.161.74.249,2082,80,false,MXP,Europe,Milan,166,0.00
15.161.74.249,2087,80,false,MXP,Europe,Milan,166,0.00
15.161.74.249,2096,80,false,MXP,Europe,Milan,166,0.00
15.160.250.170,2083,80,false,MXP,Europe,Milan,166,0.00
15.160.250.170,2082,80,false,MXP,Europe,Milan,166,0.00
