IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
146.56.161.229,443,443,true,NRT,Asia Pacific,Tokyo,97,0.00
132.226.226.100,2052,80,false,ICN,Asia Pacific,Seoul,99,0.00
130.162.141.160,2052,80,false,HKG,Asia Pacific,Hong Kong,103,0.00
146.56.133.140,2083,80,false,NRT,Asia Pacific,Tokyo,103,0.00
140.238.29.117,443,80,false,NRT,Asia Pacific,Tokyo,104,0.00
140.238.1.161,2052,2052,false,NRT,Asia Pacific,Tokyo,116,0.00
132.226.226.100,8880,80,false,ICN,Asia Pacific,Seoul,121,0.00
140.238.19.2,443,80,false,NRT,Asia Pacific,Tokyo,122,0.00
146.56.182.4,8880,8880,false,NRT,Asia Pacific,Tokyo,130,0.00
146.56.133.140,2096,80,false,NRT,Asia Pacific,Tokyo,135,0.00
193.122.61.167,80,80,false,FRA,Europe,Frankfurt,166,0.00
130.162.61.18,80,80,false,FRA,Europe,Frankfurt,167,0.00
152.70.62.163,443,443,true,FRA,Europe,Frankfurt,171,0.00
152.70.55.97,443,443,true,FRA,Europe,Frankfurt,171,0.00
141.148.245.29,443,443,true,FRA,Europe,Frankfurt,173,0.00
138.3.254.39,443,443,true,FRA,Europe,Frankfurt,182,0.00
152.70.52.209,443,443,true,FRA,Europe,Frankfurt,186,0.00
141.148.226.169,443,443,true,FRA,Europe,Frankfurt,187,0.00
141.148.229.106,443,443,true,AMS,Europe,Amsterdam,198,0.00
143.47.239.28,443,443,true,FRA,Europe,Frankfurt,198,0.00
141.147.93.166,443,443,true,FRA,Europe,Frankfurt,199,0.00
152.70.155.147,2095,2095,false,LAX,North America,Los Angeles,206,0.00
129.146.2.27,443,443,true,LAX,North America,Los Angeles,208,0.00
152.67.249.123,443,443,true,SJC,North America,San Jose,211,0.00
152.70.155.147,2082,2082,false,LAX,North America,Los Angeles,221,0.00
152.70.155.147,8080,8080,false,LAX,North America,Los Angeles,222,0.00
152.70.155.147,2086,2086,false,LAX,North America,Los Angeles,236,0.00
158.101.11.22,443,443,true,LAX,North America,Los Angeles,238,0.00
150.136.61.148,443,443,true,IAD,North America,Ashburn,244,0.00
140.238.121.174,443,443,true,FRA,Europe,Frankfurt,244,0.00
152.70.155.147,2052,2052,false,LAX,North America,Los Angeles,248,0.00
158.101.98.60,2053,443,true,IAD,North America,Ashburn,262,0.00
132.145.134.230,80,80,false,IAD,North America,Ashburn,265,0.00
132.145.152.194,443,443,true,IAD,North America,Ashburn,269,0.00
204.216.222.126,80,80,false,MRS,Europe,Marseille,298,0.00
143.47.238.95,443,443,true,FRA,Europe,Frankfurt,308,0.00
141.148.241.117,443,443,true,FRA,Europe,Frankfurt,331,0.00
164.152.34.166,80,8080,false,GRU,South America,São Paulo,356,0.00
