IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
79.72.86.177,443,443,true,FRA,Europe,Frankfurt,210,7.25
141.147.67.173,443,443,true,FRA,Europe,Frankfurt,205,7.24
192.9.157.76,443,8443,true,SJC,North America,San Jose,226,7.24
158.180.14.51,443,443,true,FRA,Europe,Frankfurt,241,7.22
130.162.165.2,443,443,true,FRA,Europe,Frankfurt,203,7.20
146.56.153.159,443,443,true,SIN,Asia Pacific,Singapore,290,7.17
129.146.248.140,443,443,true,LAX,North America,Los Angeles,212,7.16
144.24.173.250,8443,443,true,FRA,Europe,Frankfurt,166,7.11
192.9.137.193,8443,443,true,SJC,North America,San Jose,209,7.05
146.56.165.242,443,443,true,SIN,Asia Pacific,Singapore,239,6.94
192.9.138.241,443,443,true,SJC,North America,San Jose,188,6.90
144.24.173.250,2096,443,true,FRA,Europe,Frankfurt,181,6.83
84.8.149.250,443,443,true,FRA,Europe,Frankfurt,175,6.83
79.72.95.136,443,443,true,FRA,Europe,Frankfurt,206,6.81
132.226.129.107,443,443,true,FRA,Europe,Frankfurt,204,6.73
141.147.105.151,443,443,true,FRA,Europe,Frankfurt,191,6.71
84.235.175.96,443,443,true,FRA,Europe,Frankfurt,193,6.63
143.47.243.144,2053,443,true,LHR,Europe,London,181,6.59
40.233.70.7,8443,443,true,YYZ,North America,Toronto,252,6.58
130.162.170.42,443,443,true,FRA,Europe,Frankfurt,177,6.48
130.61.107.238,8443,443,true,FRA,Europe,Frankfurt,212,6.46
165.1.79.60,8443,443,true,SJC,North America,San Jose,209,6.45
130.61.239.203,2053,443,true,FRA,Europe,Frankfurt,201,6.45
158.180.14.44,443,443,true,FRA,Europe,Frankfurt,221,6.42
144.24.243.207,443,443,true,ZRH,Europe,Zurich,174,6.40
164.152.26.70,2086,443,true,ORD,North America,Chicago,210,6.36
130.61.97.129,443,443,true,FRA,Europe,Frankfurt,183,6.32
141.145.205.115,8443,8443,true,CDG,Europe,Paris,175,6.27
140.238.81.146,443,443,true,FRA,Europe,Frankfurt,222,6.27
144.21.54.222,443,443,true,FRA,Europe,Frankfurt,186,6.11
141.147.5.4,443,443,true,FRA,Europe,Frankfurt,167,6.10
204.216.105.106,8443,8443,true,YYZ,North America,Toronto,263,6.06
141.147.85.88,443,443,true,FRA,Europe,Frankfurt,252,6.04
79.72.71.96,443,443,true,FRA,Europe,Frankfurt,182,5.98
89.168.19.74,2095,443,true,CDG,Europe,Paris,263,5.97
129.159.255.79,443,443,true,FRA,Europe,Frankfurt,187,5.91
144.21.36.137,443,443,true,FRA,Europe,Frankfurt,283,5.91
152.67.249.123,443,443,true,SJC,North America,San Jose,204,5.80
130.61.109.6,8443,443,true,FRA,Europe,Frankfurt,196,5.75
79.72.83.124,443,443,true,FRA,Europe,Frankfurt,182,5.72
168.138.201.0,443,443,true,NRT,Asia Pacific,Tokyo,75,5.72
152.67.222.167,443,443,true,ICN,Asia Pacific,Seoul,67,5.66
217.142.243.205,443,443,true,KIX,Asia Pacific,Osaka,85,5.63
158.179.207.182,8443,443,true,ARN,Europe,Stockholm,197,5.61
131.186.27.112,2096,443,true,ICN,Asia Pacific,Seoul,111,5.55
64.110.77.34,443,443,true,SIN,Asia Pacific,Singapore,264,5.55
152.67.233.64,443,443,true,SJC,North America,San Jose,220,5.52
158.101.98.60,2095,443,true,IAD,North America,Ashburn,257,5.49
168.138.212.196,2096,2096,true,NRT,Asia Pacific,Tokyo,91,5.48
132.226.10.65,443,443,true,NRT,Asia Pacific,Tokyo,101,5.43
152.70.155.147,8443,8443,true,LAX,North America,Los Angeles,225,5.43
140.238.58.181,2053,443,true,NRT,Asia Pacific,Tokyo,73,5.23
192.9.180.162,443,443,true,SYD,Oceania,Sydney,95,5.09
146.56.132.247,443,443,true,NRT,Asia Pacific,Tokyo,98,5.09
64.110.104.30,443,443,true,KIX,Asia Pacific,Osaka,78,5.01
158.179.207.182,2053,443,true,ARN,Europe,Stockholm,197,4.94
193.122.61.167,443,443,true,FRA,Europe,Frankfurt,173,4.92
140.238.195.98,443,443,true,SYD,Oceania,Sydney,93,4.76
152.70.59.90,8443,443,true,AMS,Europe,Amsterdam,193,4.71
141.147.47.32,8443,443,true,FRA,Europe,Frankfurt,166,4.71
129.159.241.172,443,443,true,FRA,Europe,Frankfurt,167,4.64
152.70.73.77,443,443,true,CDG,Europe,Paris,47,4.57
158.180.53.139,2087,2096,true,FRA,Europe,Frankfurt,188,4.52
64.110.103.69,443,443,true,KIX,Asia Pacific,Osaka,79,4.42
158.179.203.23,443,443,true,CPH,Europe,Copenhagen,197,4.40
132.145.54.84,2053,443,true,LHR,Europe,London,160,4.26
84.235.169.234,443,443,true,AMS,Europe,Amsterdam,200,4.25
152.70.155.147,2053,2053,true,LAX,North America,Los Angeles,259,4.23
129.153.119.97,443,443,true,LAX,North America,Los Angeles,242,4.23
155.248.196.123,443,443,true,YVR,North America,Vancouver,198,4.21
138.3.222.33,443,443,true,NRT,Asia Pacific,Tokyo,67,4.21
130.61.239.203,443,443,true,FRA,Europe,Frankfurt,188,4.14
89.168.118.76,443,443,true,FRA,Europe,Frankfurt,170,4.09
193.123.250.209,2087,2096,true,ICN,Asia Pacific,Seoul,124,4.06
141.147.190.128,443,443,true,NRT,Asia Pacific,Tokyo,70,4.04
146.235.219.98,443,443,true,SJC,North America,San Jose,213,3.93
141.148.229.106,443,443,true,AMS,Europe,Amsterdam,208,3.92
192.18.159.129,443,443,true,YYZ,North America,Toronto,252,3.90
158.179.172.95,443,443,true,ICN,Asia Pacific,Seoul,101,3.87
150.230.20.156,2053,443,true,AMS,Europe,Amsterdam,170,3.83
155.248.202.141,443,443,true,SJC,North America,San Jose,206,3.69
152.70.155.147,443,443,true,LAX,North America,Los Angeles,229,3.60
158.180.231.216,443,443,true,MRS,Europe,Marseille,254,3.52
152.70.155.147,2083,2083,true,LAX,North America,Los Angeles,228,3.51
158.101.175.51,2053,443,true,FRA,Europe,Frankfurt,175,3.48
158.101.169.13,2053,443,true,FRA,Europe,Frankfurt,190,3.44
158.178.206.197,2053,443,true,CDG,Europe,Paris,154,3.39
129.146.242.24,2053,443,true,LAX,North America,Los Angeles,211,3.29
158.180.49.11,2053,443,true,FRA,Europe,Frankfurt,166,3.27
193.122.125.174,2053,443,true,ICN,Asia Pacific,Seoul,137,3.27
150.230.20.27,443,443,true,FRA,Europe,Frankfurt,204,3.25
132.226.226.100,2053,443,true,ICN,Asia Pacific,Seoul,86,3.17
152.70.155.147,2087,2087,true,LAX,North America,Los Angeles,198,3.08
141.147.61.116,2053,443,true,FRA,Europe,Frankfurt,171,3.05
141.147.29.113,8443,443,true,FRA,Europe,Frankfurt,170,2.91
152.70.155.147,2096,2096,true,LAX,North America,Los Angeles,295,2.90
89.168.68.57,8443,443,true,FRA,Europe,Frankfurt,182,2.87
150.230.149.208,443,443,true,FRA,Europe,Frankfurt,191,2.81
193.122.197.111,443,443,true,IAD,North America,Ashburn,283,2.71
144.22.252.124,443,443,true,GRU,South America,São Paulo,360,2.55
158.178.129.114,2053,443,true,TLV,Middle East,Tel Aviv,181,2.35
129.159.120.244,8443,443,true,IAD,North America,Ashburn,238,2.35
146.235.59.153,2053,443,true,GRU,South America,São Paulo,358,2.31
141.147.61.116,8443,443,true,FRA,Europe,Frankfurt,189,2.28
192.9.250.241,443,443,true,SJC,North America,San Jose,244,2.26
140.238.158.238,443,443,true,YYZ,North America,Toronto,231,2.26
158.178.129.114,8443,443,true,TLV,Middle East,Tel Aviv,180,2.22
140.238.158.238,8080,443,true,YYZ,North America,Toronto,232,2.01
141.147.29.113,2053,443,true,FRA,Europe,Frankfurt,184,1.90
158.101.11.22,443,443,true,LAX,North America,Los Angeles,215,1.82
129.159.120.244,2053,443,true,IAD,North America,Ashburn,246,1.81
132.226.163.224,8443,443,true,GRU,South America,São Paulo,368,1.75
158.101.11.22,8443,443,true,LAX,North America,Los Angeles,188,1.72
89.168.68.57,2053,443,true,FRA,Europe,Frankfurt,195,1.72
158.180.49.11,8443,443,true,FRA,Europe,Frankfurt,193,1.63
158.178.206.197,8443,443,true,CDG,Europe,Paris,193,1.61
158.101.169.13,8443,443,true,FRA,Europe,Frankfurt,186,1.33
89.168.43.31,8443,443,true,CDG,Europe,Paris,202,1.22
152.67.231.219,443,443,true,SJC,North America,San Jose,214,1.17
158.101.175.51,8443,443,true,FRA,Europe,Frankfurt,170,1.07
130.61.23.77,443,443,true,FRA,Europe,Frankfurt,219,1.06
152.70.248.96,443,443,true,ICN,Asia Pacific,Seoul,121,1.03
150.230.20.156,8443,443,true,AMS,Europe,Amsterdam,188,0.91
152.70.234.188,443,443,true,NRT,Asia Pacific,Tokyo,103,0.88
132.226.226.100,2083,443,true,ICN,Asia Pacific,Seoul,87,0.72
129.159.84.71,443,443,true,IAD,North America,Ashburn,242,0.70
132.226.163.224,2053,443,true,GRU,South America,São Paulo,364,0.61
129.159.197.137,8443,443,true,FRA,Europe,Frankfurt,181,0.50
89.168.43.31,2053,443,true,CDG,Europe,Paris,166,0.41
132.145.93.198,2083,2053,true,NRT,Asia Pacific,Tokyo,121,0.36
129.153.213.8,443,443,true,LAX,North America,Los Angeles,219,0.35
146.235.59.153,8443,443,true,GRU,South America,São Paulo,363,0.13
130.61.87.219,443,443,true,FRA,Europe,Frankfurt,168,0.03
140.238.207.22,80,80,false,SYD,Oceania,Sydney,91,0.00
141.148.219.182,80,80,false,BOM,Asia Pacific,Mumbai,59,0.00
168.138.163.239,2096,2096,true,SIN,Asia Pacific,Singapore,35,0.00
168.138.162.187,443,443,true,SIN,Asia Pacific,Singapore,45,0.00
129.154.50.220,443,443,true,ICN,Asia Pacific,Seoul,67,0.00
138.3.222.135,443,443,true,NRT,Asia Pacific,Tokyo,68,0.00
141.147.147.28,80,80,false,KIX,Asia Pacific,Osaka,70,0.00
138.2.30.184,443,443,true,SIN,Asia Pacific,Singapore,71,0.00
138.2.127.15,443,443,true,SIN,Asia Pacific,Singapore,71,0.00
158.101.71.60,443,443,true,NRT,Asia Pacific,Tokyo,71,0.00
131.186.39.231,443,443,true,NRT,Asia Pacific,Tokyo,72,0.00
158.179.191.151,443,443,true,NRT,Asia Pacific,Tokyo,72,0.00
132.226.1.227,443,443,true,NRT,Asia Pacific,Tokyo,74,0.00
150.230.62.27,443,80,false,KIX,Asia Pacific,Osaka,74,0.00
140.83.57.116,8443,80,false,KIX,Asia Pacific,Osaka,75,0.00
64.110.101.125,443,443,true,KIX,Asia Pacific,Osaka,75,0.00
138.2.122.191,443,443,true,ICN,Asia Pacific,Seoul,76,0.00
144.24.85.158,80,80,false,ICN,Asia Pacific,Seoul,80,0.00
138.2.0.115,443,443,true,SIN,Asia Pacific,Singapore,83,0.00
138.2.124.89,443,443,true,SIN,Asia Pacific,Singapore,85,0.00
141.147.161.250,443,443,true,NRT,Asia Pacific,Tokyo,85,0.00
132.226.226.100,8880,80,false,ICN,Asia Pacific,Seoul,86,0.00
132.226.226.100,2052,80,false,ICN,Asia Pacific,Seoul,101,0.00
140.238.1.161,2052,2052,false,NRT,Asia Pacific,Tokyo,103,0.00
130.162.141.160,2052,80,false,HKG,Asia Pacific,Hong Kong,104,0.00
193.123.233.143,2096,80,false,NRT,Asia Pacific,Tokyo,105,0.00
193.123.233.143,2083,80,false,NRT,Asia Pacific,Tokyo,105,0.00
146.56.182.4,8880,8880,false,NRT,Asia Pacific,Tokyo,109,0.00
146.56.133.140,2083,80,false,NRT,Asia Pacific,Tokyo,116,0.00
152.70.51.21,443,443,true,FRA,Europe,Frankfurt,169,0.00
141.148.237.119,443,443,true,FRA,Europe,Frankfurt,173,0.00
150.230.122.76,443,443,true,LHR,Europe,London,173,0.00
158.101.215.45,8443,443,true,AMS,Europe,Amsterdam,179,0.00
138.2.137.41,443,443,true,FRA,Europe,Frankfurt,181,0.00
138.2.141.100,443,443,true,FRA,Europe,Frankfurt,181,0.00
193.122.61.167,80,80,false,FRA,Europe,Frankfurt,184,0.00
138.2.182.60,443,443,true,FRA,Europe,Frankfurt,184,0.00
141.144.232.159,443,443,true,FRA,Europe,Frankfurt,185,0.00
138.2.139.140,443,443,true,FRA,Europe,Frankfurt,187,0.00
130.162.226.121,443,443,true,FRA,Europe,Frankfurt,190,0.00
130.162.215.118,443,443,true,FRA,Europe,Frankfurt,190,0.00
152.70.49.65,443,443,true,FRA,Europe,Frankfurt,191,0.00
130.162.61.18,80,80,false,FRA,Europe,Frankfurt,192,0.00
129.146.84.236,443,443,true,LAX,North America,Los Angeles,192,0.00
130.162.229.42,2053,443,true,FRA,Europe,Frankfurt,194,0.00
150.230.44.13,443,443,true,SJC,North America,San Jose,194,0.00
138.2.182.172,443,443,true,FRA,Europe,Frankfurt,198,0.00
150.230.47.17,443,443,true,SJC,North America,San Jose,202,0.00
138.2.170.88,443,443,true,FRA,Europe,Frankfurt,202,0.00
138.3.253.140,8080,8080,false,FRA,Europe,Frankfurt,204,0.00
152.70.155.147,80,80,false,LAX,North America,Los Angeles,206,0.00
192.18.134.22,443,443,true,SJC,North America,San Jose,207,0.00
130.162.214.251,443,443,true,FRA,Europe,Frankfurt,208,0.00
165.1.76.23,80,80,false,SJC,North America,San Jose,210,0.00
141.148.240.244,443,443,true,FRA,Europe,Frankfurt,219,0.00
152.70.155.147,8880,8880,false,LAX,North America,Los Angeles,221,0.00
158.101.24.17,443,443,true,LAX,North America,Los Angeles,226,0.00
152.70.155.147,2082,2082,false,LAX,North America,Los Angeles,230,0.00
192.18.148.248,443,443,true,YYZ,North America,Toronto,233,0.00
150.136.87.192,443,443,true,IAD,North America,Ashburn,245,0.00
152.70.155.147,2052,2052,false,LAX,North America,Los Angeles,247,0.00
152.70.155.147,2095,2095,false,LAX,North America,Los Angeles,248,0.00
152.70.155.147,2086,2086,false,LAX,North America,Los Angeles,255,0.00
150.136.241.40,8443,443,true,IAD,North America,Ashburn,272,0.00
129.80.116.250,443,443,true,IAD,North America,Ashburn,280,0.00
138.2.158.216,443,443,true,FRA,Europe,Frankfurt,304,0.00
164.152.34.166,80,8080,false,GRU,South America,São Paulo,361,0.00
