IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.201.245,2087,2087,true,SIN,Asia Pacific,Singapore,51,4.22
8.210.156.6,2083,2083,true,HKG,Asia Pacific,Hong Kong,81,4.22
47.237.81.112,2087,2087,true,SIN,Asia Pacific,Singapore,57,4.21
8.219.191.110,2087,2087,true,SIN,Asia Pacific,Singapore,65,4.21
47.237.86.185,2083,2083,true,SIN,Asia Pacific,Singapore,84,4.20
47.236.130.95,443,443,true,SIN,Asia Pacific,Singapore,85,4.20
8.218.81.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,110,4.20
47.236.63.152,443,443,true,SIN,Asia Pacific,Singapore,82,4.19
47.245.118.70,8443,8443,true,SIN,Asia Pacific,Singapore,26,4.19
47.242.176.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,84,4.19
8.210.9.129,2087,2087,true,HKG,Asia Pacific,Hong Kong,46,4.19
8.218.85.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,81,4.19
47.254.236.28,80,443,true,SIN,Asia Pacific,Singapore,8,4.18
47.237.95.140,2096,2096,true,SIN,Asia Pacific,Singapore,108,4.18
47.237.95.146,2083,2083,true,SIN,Asia Pacific,Singapore,153,4.18
47.250.155.74,80,443,true,SIN,Asia Pacific,Singapore,14,4.18
47.76.233.67,2083,2083,true,HKG,Asia Pacific,Hong Kong,107,4.17
47.242.234.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,43,4.17
8.210.146.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,4.17
47.76.49.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,120,4.17
8.219.5.10,2096,2096,true,SIN,Asia Pacific,Singapore,25,4.16
8.210.146.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,4.16
8.219.93.5,2096,2096,true,SIN,Asia Pacific,Singapore,125,4.16
47.242.36.78,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,4.16
8.219.106.156,2053,2053,true,SIN,Asia Pacific,Singapore,117,4.15
8.219.235.164,2053,2053,true,SIN,Asia Pacific,Singapore,58,4.15
47.250.157.38,80,443,true,SIN,Asia Pacific,Singapore,9,4.15
47.238.235.163,443,443,true,HKG,Asia Pacific,Hong Kong,42,4.15
8.219.124.227,2053,2053,true,SIN,Asia Pacific,Singapore,94,4.15
8.210.244.38,2096,2096,true,HKG,Asia Pacific,Hong Kong,47,4.13
8.219.210.64,2053,2053,true,SIN,Asia Pacific,Singapore,88,4.13
47.245.84.124,2087,2087,true,SIN,Asia Pacific,Singapore,30,4.13
47.242.232.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,138,4.13
47.250.159.36,80,443,true,SIN,Asia Pacific,Singapore,11,4.13
47.76.159.146,2087,2087,true,HKG,Asia Pacific,Hong Kong,90,4.12
8.219.174.213,443,443,true,SIN,Asia Pacific,Singapore,112,4.12
8.217.149.28,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,4.11
47.243.86.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,101,4.11
8.213.208.6,80,443,true,BKK,Asia Pacific,Bangkok,30,4.11
47.243.86.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,4.10
47.242.79.71,8443,8443,true,HKG,Asia Pacific,Hong Kong,111,4.10
8.219.170.232,2083,2083,true,SIN,Asia Pacific,Singapore,56,4.10
8.219.11.158,2083,2083,true,SIN,Asia Pacific,Singapore,64,4.09
8.219.122.55,2096,2096,true,SIN,Asia Pacific,Singapore,128,4.08
8.219.100.168,2053,2053,true,SIN,Asia Pacific,Singapore,77,4.08
47.245.84.124,2083,2083,true,SIN,Asia Pacific,Singapore,23,4.08
8.219.174.142,2053,2053,true,SIN,Asia Pacific,Singapore,81,4.07
47.236.63.152,443,443,true,SIN,Asia Pacific,Singapore,86,4.07
47.236.202.91,2096,2096,true,SIN,Asia Pacific,Singapore,141,4.06
8.219.106.156,2083,2083,true,SIN,Asia Pacific,Singapore,121,4.06
47.76.80.72,2083,2083,true,HKG,Asia Pacific,Hong Kong,48,4.05
8.217.123.243,8443,8443,true,HKG,Asia Pacific,Hong Kong,124,4.05
47.245.86.230,8443,8443,true,SIN,Asia Pacific,Singapore,24,4.05
47.250.176.132,80,443,true,SIN,Asia Pacific,Singapore,65,4.04
8.219.86.200,2083,2083,true,SIN,Asia Pacific,Singapore,56,4.04
47.245.84.124,2083,2083,true,SIN,Asia Pacific,Singapore,94,4.03
8.217.121.207,2096,2096,true,HKG,Asia Pacific,Hong Kong,64,4.03
47.236.164.215,2087,2087,true,SIN,Asia Pacific,Singapore,88,4.01
8.219.5.10,2083,2083,true,SIN,Asia Pacific,Singapore,57,4.01
8.219.87.30,2096,2096,true,SIN,Asia Pacific,Singapore,131,4.01
47.236.164.215,443,443,true,SIN,Asia Pacific,Singapore,75,4.01
47.238.49.85,80,443,true,SIN,Asia Pacific,Singapore,55,4.01
47.242.155.183,2096,2096,true,HKG,Asia Pacific,Hong Kong,83,4.01
8.219.111.147,2096,2096,true,SIN,Asia Pacific,Singapore,86,4.00
47.76.233.67,2083,2083,true,HKG,Asia Pacific,Hong Kong,127,3.99
47.239.13.168,80,443,true,SIN,Asia Pacific,Singapore,68,3.98
47.245.33.33,443,443,true,NRT,Asia Pacific,Tokyo,141,3.98
47.236.80.110,8443,8443,true,SIN,Asia Pacific,Singapore,83,3.97
47.76.49.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,108,3.97
47.238.44.224,80,443,true,SIN,Asia Pacific,Singapore,102,3.97
8.218.143.10,2096,2096,true,HKG,Asia Pacific,Hong Kong,102,3.96
8.212.153.218,443,443,true,MNL,Asia Pacific,Manila,72,3.96
47.238.48.153,80,443,true,SIN,Asia Pacific,Singapore,35,3.96
47.238.138.232,80,443,true,CGK,Asia Pacific,Jakarta,105,3.95
8.217.123.243,2087,2087,true,HKG,Asia Pacific,Hong Kong,79,3.95
47.76.106.86,80,443,true,SIN,Asia Pacific,Singapore,109,3.95
8.219.124.227,8443,8443,true,SIN,Asia Pacific,Singapore,94,3.94
47.237.86.185,2053,2053,true,SIN,Asia Pacific,Singapore,167,3.94
8.218.211.124,80,443,true,SIN,Asia Pacific,Singapore,108,3.92
8.218.98.75,2096,2096,true,HKG,Asia Pacific,Hong Kong,113,3.91
8.219.177.205,2083,2083,true,SIN,Asia Pacific,Singapore,51,3.90
8.218.3.12,2087,2087,true,HKG,Asia Pacific,Hong Kong,91,3.90
47.237.95.13,8443,8443,true,SIN,Asia Pacific,Singapore,112,3.90
8.218.132.209,80,443,true,SIN,Asia Pacific,Singapore,57,3.90
47.238.164.202,443,443,true,HKG,Asia Pacific,Hong Kong,66,3.89
47.76.213.245,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,3.88
47.238.131.39,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,3.88
47.239.12.227,80,443,true,SIN,Asia Pacific,Singapore,88,3.87
47.238.52.160,80,443,true,SIN,Asia Pacific,Singapore,100,3.87
8.218.53.110,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,3.87
47.76.249.116,80,443,true,SIN,Asia Pacific,Singapore,40,3.86
47.238.138.232,80,443,true,CGK,Asia Pacific,Jakarta,75,3.86
8.217.72.0,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,3.85
47.76.243.157,80,443,true,SIN,Asia Pacific,Singapore,54,3.85
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,94,3.85
47.243.186.171,2096,2096,true,HKG,Asia Pacific,Hong Kong,64,3.83
47.245.118.70,2087,2087,true,SIN,Asia Pacific,Singapore,30,3.83
47.237.83.20,2083,2083,true,SIN,Asia Pacific,Singapore,20,3.83
8.219.161.129,443,443,true,SIN,Asia Pacific,Singapore,84,3.83
8.217.142.78,80,443,true,SIN,Asia Pacific,Singapore,103,3.83
47.242.171.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,103,3.83
47.245.126.151,2096,2096,true,SIN,Asia Pacific,Singapore,55,3.81
47.243.26.83,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,3.81
47.243.169.63,2087,2087,true,HKG,Asia Pacific,Hong Kong,118,3.81
47.236.144.48,2053,2053,true,SIN,Asia Pacific,Singapore,91,3.80
8.218.98.75,2087,2087,true,HKG,Asia Pacific,Hong Kong,120,3.80
47.238.52.240,80,443,true,SIN,Asia Pacific,Singapore,58,3.78
47.236.10.182,2053,2053,true,SIN,Asia Pacific,Singapore,98,3.78
8.219.202.130,2087,2087,true,SIN,Asia Pacific,Singapore,58,3.77
8.217.54.204,80,443,true,SIN,Asia Pacific,Singapore,72,3.77
47.245.126.151,2053,2053,true,SIN,Asia Pacific,Singapore,46,3.77
47.76.213.245,2096,2096,true,HKG,Asia Pacific,Hong Kong,114,3.76
47.76.178.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,86,3.76
47.250.176.160,80,443,true,SIN,Asia Pacific,Singapore,39,3.76
47.238.48.58,80,443,true,SIN,Asia Pacific,Singapore,53,3.76
8.219.67.133,2096,2096,true,SIN,Asia Pacific,Singapore,97,3.76
47.242.183.7,2087,2087,true,HKG,Asia Pacific,Hong Kong,80,3.75
8.218.126.53,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,3.75
8.219.114.201,2096,2096,true,SIN,Asia Pacific,Singapore,94,3.75
47.245.102.52,2087,2087,true,SIN,Asia Pacific,Singapore,65,3.75
47.242.36.78,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,3.75
8.217.121.207,8443,8443,true,HKG,Asia Pacific,Hong Kong,100,3.74
8.218.53.110,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,3.74
8.219.84.214,2087,2087,true,SIN,Asia Pacific,Singapore,78,3.74
47.250.176.199,80,443,true,SIN,Asia Pacific,Singapore,45,3.74
8.218.143.10,8443,8443,true,HKG,Asia Pacific,Hong Kong,104,3.73
8.219.161.129,2087,2087,true,SIN,Asia Pacific,Singapore,18,3.73
47.243.67.28,2053,2053,true,HKG,Asia Pacific,Hong Kong,36,3.72
47.245.96.80,8443,8443,true,SIN,Asia Pacific,Singapore,65,3.72
47.243.91.58,2096,2096,true,HKG,Asia Pacific,Hong Kong,44,3.72
8.217.49.34,2083,2083,true,HKG,Asia Pacific,Hong Kong,43,3.72
47.76.247.16,80,443,true,SIN,Asia Pacific,Singapore,39,3.72
8.219.200.145,2053,2053,true,SIN,Asia Pacific,Singapore,77,3.70
8.218.143.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,101,3.69
8.219.142.191,8443,8443,true,SIN,Asia Pacific,Singapore,71,3.69
8.219.93.5,2087,2087,true,SIN,Asia Pacific,Singapore,75,3.69
8.219.50.180,2083,2083,true,SIN,Asia Pacific,Singapore,121,3.68
47.243.51.171,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,3.68
8.217.66.3,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,3.67
8.217.66.3,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,3.67
47.236.164.215,2096,2096,true,SIN,Asia Pacific,Singapore,124,3.67
8.219.198.139,2083,2083,true,SIN,Asia Pacific,Singapore,51,3.67
8.219.68.162,443,443,true,SIN,Asia Pacific,Singapore,64,3.67
47.243.51.171,2096,2096,true,HKG,Asia Pacific,Hong Kong,38,3.67
8.219.5.10,2096,2096,true,SIN,Asia Pacific,Singapore,96,3.66
8.219.11.158,8443,8443,true,SIN,Asia Pacific,Singapore,130,3.65
47.237.125.8,2053,2053,true,SIN,Asia Pacific,Singapore,136,3.65
8.219.6.150,2053,2053,true,SIN,Asia Pacific,Singapore,79,3.64
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,109,3.64
47.236.10.182,8443,8443,true,SIN,Asia Pacific,Singapore,70,3.63
47.245.96.80,2083,2083,true,SIN,Asia Pacific,Singapore,33,3.63
47.245.84.124,8443,8443,true,SIN,Asia Pacific,Singapore,42,3.63
47.245.33.33,443,443,true,NRT,Asia Pacific,Tokyo,88,3.62
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,28,3.61
47.242.157.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,3.60
47.237.8.82,2083,2083,true,SIN,Asia Pacific,Singapore,65,3.59
8.219.161.129,2083,2083,true,SIN,Asia Pacific,Singapore,76,3.58
47.250.152.116,80,443,true,SIN,Asia Pacific,Singapore,49,3.58
47.236.93.176,2096,2096,true,SIN,Asia Pacific,Singapore,102,3.58
8.219.170.232,2053,2053,true,SIN,Asia Pacific,Singapore,61,3.58
47.243.27.217,2083,2083,true,HKG,Asia Pacific,Hong Kong,54,3.57
47.243.255.224,2083,2083,true,HKG,Asia Pacific,Hong Kong,77,3.57
47.243.51.171,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,3.57
8.210.156.6,2096,2096,true,HKG,Asia Pacific,Hong Kong,106,3.57
47.237.84.173,8443,8443,true,SIN,Asia Pacific,Singapore,62,3.56
8.219.51.211,2083,2083,true,SIN,Asia Pacific,Singapore,97,3.56
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,58,3.55
47.236.10.182,8443,8443,true,SIN,Asia Pacific,Singapore,63,3.54
8.218.174.118,2053,2053,true,HKG,Asia Pacific,Hong Kong,107,3.54
8.217.149.28,8443,8443,true,HKG,Asia Pacific,Hong Kong,124,3.53
47.236.164.215,2083,2083,true,SIN,Asia Pacific,Singapore,67,3.53
47.76.213.245,2053,2053,true,HKG,Asia Pacific,Hong Kong,41,3.53
8.219.4.122,2083,2083,true,SIN,Asia Pacific,Singapore,34,3.52
47.245.118.70,2053,2053,true,SIN,Asia Pacific,Singapore,28,3.52
47.245.102.52,8443,8443,true,SIN,Asia Pacific,Singapore,82,3.51
47.237.95.140,2053,2053,true,SIN,Asia Pacific,Singapore,108,3.51
8.219.87.30,8443,8443,true,SIN,Asia Pacific,Singapore,98,3.51
47.245.86.230,2087,2087,true,SIN,Asia Pacific,Singapore,80,3.50
47.245.105.224,2053,2053,true,SIN,Asia Pacific,Singapore,42,3.49
47.237.14.220,8443,8443,true,SIN,Asia Pacific,Singapore,85,3.49
8.218.181.189,2053,2053,true,HKG,Asia Pacific,Hong Kong,70,3.49
8.210.66.190,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,3.49
47.236.130.95,2053,2053,true,SIN,Asia Pacific,Singapore,93,3.48
47.242.174.27,2096,2096,true,HKG,Asia Pacific,Hong Kong,40,3.48
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,80,3.48
8.219.67.133,2053,2053,true,SIN,Asia Pacific,Singapore,128,3.47
8.217.61.176,80,443,true,SIN,Asia Pacific,Singapore,65,3.46
47.243.90.180,2096,2096,true,HKG,Asia Pacific,Hong Kong,85,3.46
47.242.155.183,2053,2053,true,HKG,Asia Pacific,Hong Kong,138,3.45
8.217.154.218,2096,2096,true,HKG,Asia Pacific,Hong Kong,94,3.45
47.245.86.230,2053,2053,true,SIN,Asia Pacific,Singapore,46,3.45
8.217.127.73,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,3.44
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,3.44
47.238.131.39,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,3.44
8.218.142.253,2087,2087,true,HKG,Asia Pacific,Hong Kong,108,3.44
8.219.170.232,2083,2083,true,SIN,Asia Pacific,Singapore,107,3.43
47.242.202.230,2053,2053,true,HKG,Asia Pacific,Hong Kong,88,3.43
47.250.150.193,80,443,true,SIN,Asia Pacific,Singapore,59,3.43
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,43,3.42
8.218.65.171,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,3.41
47.242.252.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,3.41
47.236.202.91,2083,2083,true,SIN,Asia Pacific,Singapore,45,3.40
8.217.91.121,2087,2087,true,HKG,Asia Pacific,Hong Kong,102,3.39
8.219.170.232,443,443,true,SIN,Asia Pacific,Singapore,74,3.39
8.222.164.209,8443,8443,true,SIN,Asia Pacific,Singapore,39,3.38
8.218.178.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,123,3.38
8.219.153.237,2053,2053,true,NRT,Asia Pacific,Tokyo,99,3.37
47.242.59.216,2087,2087,true,HKG,Asia Pacific,Hong Kong,80,3.36
47.236.10.182,2083,2083,true,SIN,Asia Pacific,Singapore,109,3.36
47.245.118.70,8443,8443,true,SIN,Asia Pacific,Singapore,68,3.35
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,40,3.35
8.219.67.133,2053,2053,true,SIN,Asia Pacific,Singapore,43,3.34
8.218.126.53,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,3.34
47.236.10.182,2087,2087,true,SIN,Asia Pacific,Singapore,70,3.34
47.242.155.183,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,3.33
47.236.171.205,2053,2053,true,SIN,Asia Pacific,Singapore,51,3.32
47.236.170.225,2083,2083,true,SIN,Asia Pacific,Singapore,91,3.31
8.217.145.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,81,3.31
47.236.117.48,2096,2096,true,SIN,Asia Pacific,Singapore,55,3.30
47.245.96.80,2087,2087,true,SIN,Asia Pacific,Singapore,57,3.30
47.243.203.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,3.29
8.219.189.143,8443,8443,true,SIN,Asia Pacific,Singapore,80,3.29
47.242.157.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,114,3.29
8.222.156.242,2087,2087,true,SIN,Asia Pacific,Singapore,63,3.29
8.210.66.190,2096,2096,true,HKG,Asia Pacific,Hong Kong,76,3.28
8.218.222.36,2083,2083,true,HKG,Asia Pacific,Hong Kong,136,3.27
8.219.210.64,8443,8443,true,SIN,Asia Pacific,Singapore,126,3.26
47.238.43.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,63,3.26
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,80,3.26
47.245.118.70,2096,2096,true,SIN,Asia Pacific,Singapore,73,3.24
8.219.161.129,2053,2053,true,SIN,Asia Pacific,Singapore,88,3.24
47.242.155.183,2083,2083,true,HKG,Asia Pacific,Hong Kong,99,3.23
47.80.16.240,443,443,true,ICN,Asia Pacific,Seoul,80,3.23
8.217.85.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,82,3.22
8.219.201.245,2053,2053,true,SIN,Asia Pacific,Singapore,49,3.22
47.245.102.52,2083,2083,true,SIN,Asia Pacific,Singapore,54,3.21
8.219.67.133,2083,2083,true,SIN,Asia Pacific,Singapore,93,3.19
47.76.26.26,2087,2087,true,HKG,Asia Pacific,Hong Kong,87,3.16
47.76.80.72,2083,2083,true,HKG,Asia Pacific,Hong Kong,114,3.16
47.245.126.151,2096,2096,true,SIN,Asia Pacific,Singapore,101,3.14
8.219.51.211,8443,8443,true,SIN,Asia Pacific,Singapore,62,3.14
47.245.96.80,8443,8443,true,SIN,Asia Pacific,Singapore,48,3.14
8.218.136.25,2083,2083,true,HKG,Asia Pacific,Hong Kong,114,3.14
8.210.48.107,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,3.14
8.219.111.175,8443,8443,true,SIN,Asia Pacific,Singapore,168,3.14
8.219.113.232,2087,2087,true,SIN,Asia Pacific,Singapore,151,3.13
8.219.98.13,2053,2053,true,SIN,Asia Pacific,Singapore,166,3.12
47.237.121.38,2053,2053,true,SIN,Asia Pacific,Singapore,127,3.12
8.218.22.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,74,3.11
47.243.90.180,2087,2087,true,HKG,Asia Pacific,Hong Kong,123,3.11
47.80.2.19,443,443,true,ICN,Asia Pacific,Seoul,68,3.11
47.245.105.224,2087,2087,true,SIN,Asia Pacific,Singapore,49,3.10
8.217.49.34,2096,2096,true,HKG,Asia Pacific,Hong Kong,47,3.10
8.219.106.156,8443,8443,true,SIN,Asia Pacific,Singapore,106,3.10
47.243.27.217,2096,2096,true,HKG,Asia Pacific,Hong Kong,62,3.09
47.245.86.230,8443,8443,true,SIN,Asia Pacific,Singapore,62,3.08
8.217.91.121,2096,2096,true,HKG,Asia Pacific,Hong Kong,101,3.08
8.218.211.124,80,443,true,SIN,Asia Pacific,Singapore,59,3.08
8.218.201.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,42,3.08
47.236.10.182,2083,2083,true,SIN,Asia Pacific,Singapore,49,3.08
8.219.198.139,2087,2087,true,SIN,Asia Pacific,Singapore,62,3.08
8.219.170.232,2053,2053,true,SIN,Asia Pacific,Singapore,77,3.07
8.219.114.201,2087,2087,true,SIN,Asia Pacific,Singapore,141,3.06
8.219.77.222,2087,2087,true,SIN,Asia Pacific,Singapore,74,3.06
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,3.05
47.245.114.163,2053,2053,true,SIN,Asia Pacific,Singapore,41,3.05
8.218.65.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,70,3.05
47.237.83.20,8443,8443,true,SIN,Asia Pacific,Singapore,83,3.04
47.236.171.205,8443,8443,true,SIN,Asia Pacific,Singapore,91,3.04
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,3.03
47.236.117.48,2053,2053,true,SIN,Asia Pacific,Singapore,55,3.03
47.237.95.13,2096,2096,true,SIN,Asia Pacific,Singapore,68,3.03
47.245.102.52,8443,8443,true,SIN,Asia Pacific,Singapore,39,3.02
8.219.126.240,2087,2087,true,SIN,Asia Pacific,Singapore,94,3.01
47.250.159.165,80,443,true,SIN,Asia Pacific,Singapore,62,3.01
47.76.255.235,80,443,true,SIN,Asia Pacific,Singapore,35,3.00
47.236.117.48,443,443,true,SIN,Asia Pacific,Singapore,64,3.00
47.245.102.52,2096,2096,true,SIN,Asia Pacific,Singapore,38,3.00
8.218.22.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,3.00
47.237.8.82,2087,2087,true,SIN,Asia Pacific,Singapore,121,2.99
47.245.105.224,8443,8443,true,SIN,Asia Pacific,Singapore,43,2.99
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,2.97
8.222.134.170,2087,2087,true,SIN,Asia Pacific,Singapore,44,2.97
8.219.198.139,2083,2083,true,SIN,Asia Pacific,Singapore,47,2.97
47.243.91.58,8443,8443,true,HKG,Asia Pacific,Hong Kong,89,2.97
8.219.198.139,2087,2087,true,SIN,Asia Pacific,Singapore,60,2.97
47.242.176.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,2.96
47.245.126.151,2087,2087,true,SIN,Asia Pacific,Singapore,46,2.96
47.242.176.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,2.95
8.210.245.224,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,2.94
47.245.96.80,2096,2096,true,SIN,Asia Pacific,Singapore,57,2.93
47.245.86.230,2053,2053,true,SIN,Asia Pacific,Singapore,52,2.93
47.236.75.152,2053,2053,true,SIN,Asia Pacific,Singapore,86,2.92
8.219.60.54,8443,8443,true,SIN,Asia Pacific,Singapore,76,2.92
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,2.91
47.243.60.150,2083,2083,true,HKG,Asia Pacific,Hong Kong,123,2.91
47.250.147.41,80,443,true,SIN,Asia Pacific,Singapore,43,2.90
47.245.105.224,2053,2053,true,SIN,Asia Pacific,Singapore,54,2.90
47.245.126.151,2087,2087,true,SIN,Asia Pacific,Singapore,36,2.89
8.218.211.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,110,2.89
47.76.203.101,8443,8443,true,HKG,Asia Pacific,Hong Kong,62,2.89
8.210.21.65,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,2.88
47.245.96.80,2053,2053,true,SIN,Asia Pacific,Singapore,32,2.88
47.237.125.8,2083,2083,true,SIN,Asia Pacific,Singapore,134,2.87
47.76.254.36,80,443,true,SIN,Asia Pacific,Singapore,45,2.87
47.236.180.24,2083,2083,true,SIN,Asia Pacific,Singapore,134,2.86
47.76.159.146,2083,2083,true,HKG,Asia Pacific,Hong Kong,50,2.86
47.237.92.26,2053,2053,true,SIN,Asia Pacific,Singapore,76,2.85
47.243.60.150,2096,2096,true,HKG,Asia Pacific,Hong Kong,51,2.85
8.219.222.98,2096,2096,true,SIN,Asia Pacific,Singapore,77,2.84
47.242.202.230,443,443,true,HKG,Asia Pacific,Hong Kong,80,2.84
47.237.8.82,2053,2053,true,SIN,Asia Pacific,Singapore,84,2.84
47.245.96.80,2096,2096,true,SIN,Asia Pacific,Singapore,25,2.84
8.219.126.240,2083,2083,true,SIN,Asia Pacific,Singapore,143,2.83
47.250.59.31,80,443,true,SIN,Asia Pacific,Singapore,41,2.83
8.218.142.253,8443,8443,true,HKG,Asia Pacific,Hong Kong,105,2.83
47.245.126.151,8443,8443,true,SIN,Asia Pacific,Singapore,56,2.82
8.218.48.92,2083,2083,true,HKG,Asia Pacific,Hong Kong,81,2.82
47.236.75.113,2053,2053,true,SIN,Asia Pacific,Singapore,101,2.81
47.76.159.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,2.80
47.245.118.70,2053,2053,true,SIN,Asia Pacific,Singapore,58,2.80
8.222.160.176,2096,2096,true,SIN,Asia Pacific,Singapore,81,2.80
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,48,2.80
47.250.57.45,80,443,true,SIN,Asia Pacific,Singapore,50,2.76
8.219.170.232,2087,2087,true,SIN,Asia Pacific,Singapore,80,2.76
47.243.139.85,2096,2096,true,HKG,Asia Pacific,Hong Kong,68,2.75
8.220.195.140,443,443,true,ICN,Asia Pacific,Seoul,65,2.75
47.238.164.202,443,443,true,HKG,Asia Pacific,Hong Kong,45,2.74
47.237.8.82,8443,8443,true,SIN,Asia Pacific,Singapore,70,2.74
47.243.243.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,51,2.74
8.218.53.110,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,2.73
47.242.202.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,131,2.73
47.236.80.110,2087,2087,true,SIN,Asia Pacific,Singapore,59,2.73
8.218.201.73,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,2.73
8.218.178.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,78,2.73
47.243.51.171,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,2.73
47.236.80.110,2083,2083,true,SIN,Asia Pacific,Singapore,85,2.72
47.250.14.44,80,443,true,SIN,Asia Pacific,Singapore,40,2.72
47.238.131.39,443,443,true,HKG,Asia Pacific,Hong Kong,82,2.72
8.219.198.139,8443,8443,true,SIN,Asia Pacific,Singapore,111,2.70
47.242.202.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,2.70
8.210.203.7,2053,2053,true,HKG,Asia Pacific,Hong Kong,123,2.70
8.219.50.180,2087,2087,true,SIN,Asia Pacific,Singapore,106,2.69
8.218.155.238,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,2.69
47.243.243.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,130,2.69
8.219.67.133,2083,2083,true,SIN,Asia Pacific,Singapore,103,2.68
8.218.174.118,2096,2096,true,HKG,Asia Pacific,Hong Kong,106,2.68
47.236.117.48,2096,2096,true,SIN,Asia Pacific,Singapore,121,2.68
8.219.0.162,2053,2053,true,SIN,Asia Pacific,Singapore,13,2.67
47.242.174.27,8443,8443,true,HKG,Asia Pacific,Hong Kong,93,2.67
47.243.139.243,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,2.65
47.237.94.140,8443,8443,true,SIN,Asia Pacific,Singapore,54,2.65
47.242.174.27,2087,2087,true,HKG,Asia Pacific,Hong Kong,89,2.64
